Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Element Code,Element,ISO Currency Code,Currency,Year Code,Year,Months Code,Months,Unit,Value,Flag
#country+code,#date+start,#date+end,,,#country+name,,,,,,#date+year,,,#indicator+type,#indicator+value+num,
HTI,1998-08-01,1998-08-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,1998,1998,7008,August,,16.406900000000000,X
HTI,1998-09-01,1998-09-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,1998,1998,7009,September,,16.780100000000001,X
HTI,1998-10-01,1998-10-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,1998,1998,7010,October,,16.614300000000000,X
HTI,1998-11-01,1998-11-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,1998,1998,7011,November,,16.400600000000001,X
HTI,1998-12-01,1998-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,1998,1998,7012,December,,16.400600000000001,X
HTI,1999-01-01,1999-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,1999,1999,7021,Annual value,,16.937891666700001,X
HTI,1999-01-01,1999-01-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,1999,1999,7001,January,,16.742000000000001,X
HTI,1999-02-01,1999-02-28,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,1999,1999,7002,February,,16.608100000000000,X
HTI,1999-03-01,1999-03-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,1999,1999,7003,March,,16.788499999999999,X
HTI,1999-04-01,1999-04-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,1999,1999,7004,April,,16.698400000000000,X
HTI,1999-05-01,1999-05-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,1999,1999,7005,May,,16.689100000000000,X
HTI,1999-06-01,1999-06-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,1999,1999,7006,June,,16.693999999999999,X
HTI,1999-07-01,1999-07-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,1999,1999,7007,July,,16.788699999999999,X
HTI,1999-08-01,1999-08-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,1999,1999,7008,August,,16.747000000000000,X
HTI,1999-09-01,1999-09-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,1999,1999,7009,September,,16.901599999999998,X
HTI,1999-10-01,1999-10-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,1999,1999,7010,October,,17.115800000000000,X
HTI,1999-11-01,1999-11-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,1999,1999,7011,November,,17.544000000000000,X
HTI,1999-12-01,1999-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,1999,1999,7012,December,,17.937500000000000,X
HTI,2000-01-01,2000-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2000,2000,7021,Annual value,,21.170666666700001,X
HTI,2000-01-01,2000-01-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2000,2000,7001,January,,18.537600000000001,X
HTI,2000-02-01,2000-02-29,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2000,2000,7002,February,,18.994000000000000,X
HTI,2000-03-01,2000-03-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2000,2000,7003,March,,19.922499999999999,X
HTI,2000-04-01,2000-04-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2000,2000,7004,April,,19.521599999999999,X
HTI,2000-05-01,2000-05-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2000,2000,7005,May,,19.942699999999999,X
HTI,2000-06-01,2000-06-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2000,2000,7006,June,,19.824000000000002,X
HTI,2000-07-01,2000-07-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2000,2000,7007,July,,20.265400000000000,X
HTI,2000-08-01,2000-08-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2000,2000,7008,August,,21.597500000000000,X
HTI,2000-09-01,2000-09-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2000,2000,7009,September,,24.254600000000000,X
HTI,2000-10-01,2000-10-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2000,2000,7010,October,,24.434899999999999,X
HTI,2000-11-01,2000-11-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2000,2000,7011,November,,23.873999999999999,X
HTI,2000-12-01,2000-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2000,2000,7012,December,,22.879200000000001,X
HTI,2001-01-01,2001-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2001,2001,7021,Annual value,,24.429083333299999,X
HTI,2001-01-01,2001-01-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2001,2001,7001,January,,23.420700000000000,X
HTI,2001-02-01,2001-02-28,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2001,2001,7002,February,,23.445499999999999,X
HTI,2001-03-01,2001-03-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2001,2001,7003,March,,23.663200000000000,X
HTI,2001-04-01,2001-04-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2001,2001,7004,April,,23.395499999999998,X
HTI,2001-05-01,2001-05-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2001,2001,7005,May,,23.364400000000000,X
HTI,2001-06-01,2001-06-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2001,2001,7006,June,,23.820399999999999,X
HTI,2001-07-01,2001-07-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2001,2001,7007,July,,24.089900000000000,X
HTI,2001-08-01,2001-08-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2001,2001,7008,August,,24.561800000000002,X
HTI,2001-09-01,2001-09-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2001,2001,7009,September,,24.999300000000002,X
HTI,2001-10-01,2001-10-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2001,2001,7010,October,,25.696899999999999,X
HTI,2001-11-01,2001-11-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2001,2001,7011,November,,26.520900000000001,X
HTI,2001-12-01,2001-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2001,2001,7012,December,,26.170500000000001,X
HTI,2002-01-01,2002-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2002,2002,7021,Annual value,,29.250483333300000,X
HTI,2002-01-01,2002-01-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2002,2002,7001,January,,26.632899999999999,X
HTI,2002-02-01,2002-02-28,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2002,2002,7002,February,,26.752400000000002,X
HTI,2002-03-01,2002-03-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2002,2002,7003,March,,26.926200000000001,X
HTI,2002-04-01,2002-04-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2002,2002,7004,April,,26.664600000000000,X
HTI,2002-05-01,2002-05-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2002,2002,7005,May,,26.803200000000000,X
HTI,2002-06-01,2002-06-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2002,2002,7006,June,,27.097600000000000,X
HTI,2002-07-01,2002-07-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2002,2002,7007,July,,27.966400000000000,X
HTI,2002-08-01,2002-08-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2002,2002,7008,August,,28.670400000000001,X
HTI,2002-09-01,2002-09-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2002,2002,7009,September,,29.061399999999999,X
HTI,2002-10-01,2002-10-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2002,2002,7010,October,,31.080800000000000,X
HTI,2002-11-01,2002-11-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2002,2002,7011,November,,36.144500000000001,X
HTI,2002-12-01,2002-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2002,2002,7012,December,,37.205399999999997,X
HTI,2003-01-01,2003-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2003,2003,7021,Annual value,,42.366758333299998,X
HTI,2003-01-01,2003-01-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2003,2003,7001,January,,39.429600000000001,X
HTI,2003-02-01,2003-02-28,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2003,2003,7002,February,,45.252800000000001,X
HTI,2003-03-01,2003-03-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2003,2003,7003,March,,43.910400000000003,X
HTI,2003-04-01,2003-04-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2003,2003,7004,April,,42.806800000000003,X
HTI,2003-05-01,2003-05-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2003,2003,7005,May,,41.699199999999998,X
HTI,2003-06-01,2003-06-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2003,2003,7006,June,,41.590400000000003,X
HTI,2003-07-01,2003-07-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2003,2003,7007,July,,43.197299999999998,X
HTI,2003-08-01,2003-08-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2003,2003,7008,August,,41.539999999999999,X
HTI,2003-09-01,2003-09-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2003,2003,7009,September,,41.597999999999999,X
HTI,2003-10-01,2003-10-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2003,2003,7010,October,,41.857300000000002,X
HTI,2003-11-01,2003-11-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2003,2003,7011,November,,42.584600000000002,X
HTI,2003-12-01,2003-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2003,2003,7012,December,,42.934699999999999,X
HTI,2004-01-01,2004-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2004,2004,7021,Annual value,,38.352033333300000,X
HTI,2004-01-01,2004-01-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2004,2004,7001,January,,43.442799999999998,X
HTI,2004-02-01,2004-02-29,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2004,2004,7002,February,,43.929900000000003,X
HTI,2004-03-01,2004-03-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2004,2004,7003,March,,40.670200000000001,X
HTI,2004-04-01,2004-04-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2004,2004,7004,April,,38.161799999999999,X
HTI,2004-05-01,2004-05-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2004,2004,7005,May,,37.397100000000002,X
HTI,2004-06-01,2004-06-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2004,2004,7006,June,,36.302199999999999,X
HTI,2004-07-01,2004-07-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2004,2004,7007,July,,36.044100000000000,X
HTI,2004-08-01,2004-08-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2004,2004,7008,August,,36.261800000000001,X
HTI,2004-09-01,2004-09-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2004,2004,7009,September,,36.608199999999997,X
HTI,2004-10-01,2004-10-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2004,2004,7010,October,,36.748199999999997,X
HTI,2004-11-01,2004-11-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2004,2004,7011,November,,37.174599999999998,X
HTI,2004-12-01,2004-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2004,2004,7012,December,,37.483499999999999,X
HTI,2005-01-01,2005-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2005,2005,7021,Annual value,,40.448549999999997,X
HTI,2005-01-01,2005-01-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2005,2005,7001,January,,37.600800000000000,X
HTI,2005-02-01,2005-02-28,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2005,2005,7002,February,,37.742300000000000,X
HTI,2005-03-01,2005-03-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2005,2005,7003,March,,38.079000000000001,X
HTI,2005-04-01,2005-04-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2005,2005,7004,April,,38.621200000000002,X
HTI,2005-05-01,2005-05-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2005,2005,7005,May,,38.655099999999997,X
HTI,2005-06-01,2005-06-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2005,2005,7006,June,,39.176800000000000,X
HTI,2005-07-01,2005-07-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2005,2005,7007,July,,41.544800000000002,X
HTI,2005-08-01,2005-08-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2005,2005,7008,August,,42.595700000000001,X
HTI,2005-09-01,2005-09-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2005,2005,7009,September,,42.386200000000002,X
HTI,2005-10-01,2005-10-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2005,2005,7010,October,,42.988500000000002,X
HTI,2005-11-01,2005-11-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2005,2005,7011,November,,43.008400000000002,X
HTI,2005-12-01,2005-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2005,2005,7012,December,,42.983800000000002,X
HTI,2006-01-01,2006-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2006,2006,7021,Annual value,,40.408516666700002,X
HTI,2006-01-01,2006-01-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2006,2006,7001,January,,43.367400000000004,X
HTI,2006-02-01,2006-02-28,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2006,2006,7002,February,,43.052599999999998,X
HTI,2006-03-01,2006-03-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2006,2006,7003,March,,42.689000000000000,X
HTI,2006-04-01,2006-04-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2006,2006,7004,April,,42.145899999999997,X
HTI,2006-05-01,2006-05-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2006,2006,7005,May,,39.487400000000001,X
HTI,2006-06-01,2006-06-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2006,2006,7006,June,,39.580500000000001,X
HTI,2006-07-01,2006-07-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2006,2006,7007,July,,39.901000000000003,X
HTI,2006-08-01,2006-08-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2006,2006,7008,August,,39.103000000000002,X
HTI,2006-09-01,2006-09-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2006,2006,7009,September,,39.075699999999998,X
HTI,2006-10-01,2006-10-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2006,2006,7010,October,,39.102400000000003,X
HTI,2006-11-01,2006-11-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2006,2006,7011,November,,39.082900000000002,X
HTI,2006-12-01,2006-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2006,2006,7012,December,,38.314399999999999,X
HTI,2007-01-01,2007-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2007,2007,7021,Annual value,,36.861416666700002,X
HTI,2007-01-01,2007-01-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2007,2007,7001,January,,38.377099999999999,X
HTI,2007-02-01,2007-02-28,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2007,2007,7002,February,,38.459299999999999,X
HTI,2007-03-01,2007-03-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2007,2007,7003,March,,37.997900000000001,X
HTI,2007-04-01,2007-04-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2007,2007,7004,April,,36.931300000000000,X
HTI,2007-05-01,2007-05-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2007,2007,7005,May,,36.858400000000003,X
HTI,2007-06-01,2007-06-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2007,2007,7006,June,,36.280500000000004,X
HTI,2007-07-01,2007-07-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2007,2007,7007,July,,35.615200000000002,X
HTI,2007-08-01,2007-08-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2007,2007,7008,August,,35.689700000000002,X
HTI,2007-09-01,2007-09-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2007,2007,7009,September,,36.088799999999999,X
HTI,2007-10-01,2007-10-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2007,2007,7010,October,,36.216000000000001,X
HTI,2007-11-01,2007-11-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2007,2007,7011,November,,36.764299999999999,X
HTI,2007-12-01,2007-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2007,2007,7012,December,,37.058500000000002,X
HTI,2008-01-01,2008-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2008,2008,7021,Annual value,,39.107591666700003,X
HTI,2008-01-01,2008-01-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2008,2008,7001,January,,37.191099999999999,X
HTI,2008-02-01,2008-02-29,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2008,2008,7002,February,,37.600400000000000,X
HTI,2008-03-01,2008-03-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2008,2008,7003,March,,38.288100000000000,X
HTI,2008-04-01,2008-04-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2008,2008,7004,April,,38.626100000000001,X
HTI,2008-05-01,2008-05-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2008,2008,7005,May,,38.680100000000003,X
HTI,2008-06-01,2008-06-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2008,2008,7006,June,,39.239899999999999,X
HTI,2008-07-01,2008-07-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2008,2008,7007,July,,39.669499999999999,X
HTI,2008-08-01,2008-08-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2008,2008,7008,August,,39.855600000000003,X
HTI,2008-09-01,2008-09-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2008,2008,7009,September,,40.009500000000003,X
HTI,2008-10-01,2008-10-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2008,2008,7010,October,,39.817300000000003,X
HTI,2008-11-01,2008-11-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2008,2008,7011,November,,40.107599999999998,X
HTI,2008-12-01,2008-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2008,2008,7012,December,,40.205900000000000,X
HTI,2009-01-01,2009-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2009,2009,7021,Annual value,,41.197608333300003,X
HTI,2009-01-01,2009-01-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2009,2009,7001,January,,40.194899999999997,X
HTI,2009-02-01,2009-02-28,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2009,2009,7002,February,,40.455500000000001,X
HTI,2009-03-01,2009-03-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2009,2009,7003,March,,40.582900000000002,X
HTI,2009-04-01,2009-04-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2009,2009,7004,April,,40.751100000000001,X
HTI,2009-05-01,2009-05-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2009,2009,7005,May,,40.809699999999999,X
HTI,2009-06-01,2009-06-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2009,2009,7006,June,,40.969499999999996,X
HTI,2009-07-01,2009-07-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2009,2009,7007,July,,41.280299999999997,X
HTI,2009-08-01,2009-08-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2009,2009,7008,August,,41.454099999999997,X
HTI,2009-09-01,2009-09-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2009,2009,7009,September,,41.561700000000002,X
HTI,2009-10-01,2009-10-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2009,2009,7010,October,,41.881700000000002,X
HTI,2009-11-01,2009-11-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2009,2009,7011,November,,42.174399999999999,X
HTI,2009-12-01,2009-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2009,2009,7012,December,,42.255499999999998,X
HTI,2010-01-01,2010-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2010,2010,7021,Annual value,,39.797400000000003,X
HTI,2010-01-01,2010-01-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2010,2010,7001,January,,40.580700000000000,X
HTI,2010-02-01,2010-02-28,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2010,2010,7002,February,,38.572800000000001,X
HTI,2010-03-01,2010-03-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2010,2010,7003,March,,39.483300000000000,X
HTI,2010-04-01,2010-04-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2010,2010,7004,April,,39.631200000000000,X
HTI,2010-05-01,2010-05-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2010,2010,7005,May,,39.759799999999998,X
HTI,2010-06-01,2010-06-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2010,2010,7006,June,,39.817100000000003,X
HTI,2010-07-01,2010-07-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2010,2010,7007,July,,39.826300000000003,X
HTI,2010-08-01,2010-08-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2010,2010,7008,August,,39.832999999999998,X
HTI,2010-09-01,2010-09-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2010,2010,7009,September,,39.899500000000003,X
HTI,2010-10-01,2010-10-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2010,2010,7010,October,,39.966099999999997,X
HTI,2010-11-01,2010-11-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2010,2010,7011,November,,40.137900000000002,X
HTI,2010-12-01,2010-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2010,2010,7012,December,,40.061100000000003,X
HTI,2011-01-01,2011-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2011,2011,7021,Annual value,,40.522821939374403,X
HTI,2011-01-01,2011-01-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2011,2011,7001,January,,40.205700000000000,X
HTI,2011-02-01,2011-02-28,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2011,2011,7002,February,,40.410100000000000,X
HTI,2011-03-01,2011-03-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2011,2011,7003,March,,40.235399999999999,X
HTI,2011-04-01,2011-04-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2011,2011,7004,April,,40.253700000000002,X
HTI,2011-05-01,2011-05-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2011,2011,7005,May,,40.275700000000000,X
HTI,2011-06-01,2011-06-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2011,2011,7006,June,,40.299100000000003,X
HTI,2011-07-01,2011-07-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2011,2011,7007,July,,40.358199999999997,X
HTI,2011-08-01,2011-08-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2011,2011,7008,August,,40.529499999999999,X
HTI,2011-09-01,2011-09-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2011,2011,7009,September,,40.749000000000002,X
HTI,2011-10-01,2011-10-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2011,2011,7010,October,,40.896299999999997,X
HTI,2011-11-01,2011-11-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2011,2011,7011,November,,41.047100000000000,X
HTI,2011-12-01,2011-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2011,2011,7012,December,,41.014063272493303,X
HTI,2012-01-01,2012-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2012,2012,7021,Annual value,,41.949722952315597,X
HTI,2012-01-01,2012-01-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2012,2012,7001,January,,41.173299999999998,X
HTI,2012-02-01,2012-02-29,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2012,2012,7002,February,,41.435600000000001,X
HTI,2012-03-01,2012-03-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2012,2012,7003,March,,41.578527060985500,X
HTI,2012-04-01,2012-04-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2012,2012,7004,April,,41.632399999999997,X
HTI,2012-05-01,2012-05-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2012,2012,7005,May,,41.807499999999997,X
HTI,2012-06-01,2012-06-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2012,2012,7006,June,,41.991671550936900,X
HTI,2012-07-01,2012-07-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2012,2012,7007,July,,41.993976815864599,X
HTI,2012-08-01,2012-08-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2012,2012,7008,August,,42.107399999999998,X
HTI,2012-09-01,2012-09-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2012,2012,7009,September,,42.260599999999997,X
HTI,2012-10-01,2012-10-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2012,2012,7010,October,,42.357799999999997,X
HTI,2012-11-01,2012-11-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2012,2012,7011,November,,42.499200000000002,X
HTI,2012-12-01,2012-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2012,2012,7012,December,,42.558700000000002,X
HTI,2013-01-01,2013-12-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2013,2013,7021,Annual value,,43.462783333333299,X
HTI,2013-01-01,2013-01-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2013,2013,7001,January,,42.645699999999998,X
HTI,2013-02-01,2013-02-28,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2013,2013,7002,February,,42.828400000000002,X
HTI,2013-03-01,2013-03-31,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2013,2013,7003,March,,42.941400000000002,X
HTI,2013-04-01,2013-04-30,93,'332,Haiti,LCU,Local currency units per USD,HTG,Gourde,2013,2013,7004,April,,43.183399999999999,X
